tensor_name,shard,dtype,shape,rank,parameter_count,payload_bytes,subsystem,component,layer_id,expert_id,initial_text_scope,classification_rule,placement_candidate,notes
model.language_model.layers.9.linear_attn.out_proj.weight,model-00128-of-00131.safetensors,BF16,2560x6144,2,15728640,31457280,text,gdn,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:gdn,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp.experts.down_proj,model-00130-of-00131.safetensors,BF16,512x2560x640,3,838860800,1677721600,text,routed_experts,9,STACKED_0_511,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:routed_experts,ROUTED_EXPERT_CACHE_CANDIDATE,canonical tensor stacks all 512 routed experts
model.language_model.layers.9.mlp.experts.gate_up_proj,model-00129-of-00131.safetensors,BF16,512x1280x2560,3,1677721600,3355443200,text,routed_experts,9,STACKED_0_511,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:routed_experts,ROUTED_EXPERT_CACHE_CANDIDATE,canonical tensor stacks all 512 routed experts
model.language_model.layers.9.mlp.gate.weight,model-00130-of-00131.safetensors,BF16,512x2560,2,1310720,2621440,text,router,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:router,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp.shared_expert.down_proj.weight,model-00130-of-00131.safetensors,BF16,2560x640,2,1638400,3276800,text,shared_expert,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:shared_expert,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp.shared_expert.gate_proj.weight,model-00130-of-00131.safetensors,BF16,640x2560,2,1638400,3276800,text,shared_expert,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:shared_expert,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp.shared_expert.up_proj.weight,model-00130-of-00131.safetensors,BF16,640x2560,2,1638400,3276800,text,shared_expert,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:shared_expert,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp.shared_expert_gate.weight,model-00130-of-00131.safetensors,BF16,1x2560,2,2560,5120,text,shared_expert,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:shared_expert,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp_hyper_connection.block_inject_weight.weight,model-00130-of-00131.safetensors,BF16,4x10240,2,40960,81920,text,gated_residual,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:gated_residual,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp_hyper_connection.hc_norm.weight,model-00130-of-00131.safetensors,BF16,10240,1,10240,20480,text,gated_residual,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:gated_residual,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp_hyper_connection.input_mix_weight_down.weight,model-00130-of-00131.safetensors,BF16,320x10240,2,3276800,6553600,text,gated_residual,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:gated_residual,ALWAYS_NEEDED_CANDIDATE,
model.language_model.layers.9.mlp_hyper_connection.input_mix_weight_up.weight,model-00130-of-00131.safetensors,BF16,10240x320,2,3276800,6553600,text,gated_residual,9,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:gated_residual,ALWAYS_NEEDED_CANDIDATE,
model.visual.blocks.0.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.0.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,0,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.1.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,1,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.10.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,10,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.11.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,11,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.12.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,12,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.13.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,13,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.mlp.linear_fc2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.mlp.linear_fc2.weight,model-00001-of-00131.safetensors,BF16,1152x4304,2,4958208,9916416,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.norm1.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.norm1.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.norm2.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.14.norm2.weight,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,14,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.attn.proj.bias,model-00001-of-00131.safetensors,BF16,1152,1,1152,2304,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.attn.proj.weight,model-00001-of-00131.safetensors,BF16,1152x1152,2,1327104,2654208,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.attn.qkv.bias,model-00001-of-00131.safetensors,BF16,3456,1,3456,6912,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.attn.qkv.weight,model-00001-of-00131.safetensors,BF16,3456x1152,2,3981312,7962624,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.mlp.linear_fc1.bias,model-00001-of-00131.safetensors,BF16,4304,1,4304,8608,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
model.visual.blocks.15.mlp.linear_fc1.weight,model-00001-of-00131.safetensors,BF16,4304x1152,2,4958208,9916416,vision,vision_block,15,,EXCLUDED_INITIAL_VISION,KQ-TENSOR-CLASSIFICATION-v1:vision_block,EXCLUDED_INITIAL_SCOPE,
